Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation,Folder,Filename,Comments
Saltarelle,Alkan,Op23,1844,,Piano,,,OtherSolo,,,,France,E minor,,A,Saltarelle Op23 E minor,
Toccatina for Piano in C-,Alkan,Op75,,1850-1870,Piano,,,OtherSolo,,,,France,C minor,,A,Toccatina for Piano in C- Op75 C minor,
Trois Grandes Etudes,Alkan,Op76No1,1840,,Piano,,,Etude,,,,France,Ab major,,A,Trois Grandes Etudes Op76No1 Ab major,
Trois Grandes Etudes,Alkan,Op76No2,1840,,Piano,,,Etude,,,,France,D major,,A,Trois Grandes Etudes Op76No2 D major,
Trois Grandes Etudes,Alkan,Op76No3,1840,,Piano,,,Etude,,,,France,C minor,,A,Trois Grandes Etudes Op76No3 C minor,
Polonaise,Ambroise,,1866,,Piano,,,OtherSolo,,Polonaise,,France,Bb major,,A,Polonaise Bb major,
24 Etudes Techniques pour Flute Agitato,Andersen,Op63No3,,1895-1900,Flute,,,Etude,,,,,G major,,A,24 Etudes Techniques pour Flute Agitato Op63No3 G major,
24 Etudes Techniques pour Flute Allegretto,Andersen,Op63No23,,1895-1900,Flute,,,Etude,,,,,F major,,A,24 Etudes Techniques pour Flute Allegretto Op23No23 F major,
24 Etudes Techniques pour Flute Allegretto,Andersen,Op63No1,,1895-1900,Flute,,,Etude,,,,,C major,,A,24 Etudes Techniques pour Flute Allegretto Op63No1 C major,
24 Etudes Techniques pour Flute Allegretto,Andersen,Op63No17,,1895-1900,Flute,,,Etude,,,,,Ab major,,A,24 Etudes Techniques pour Flute Allegretto Op63No17 Ab major,
24 Etudes Techniques pour Flute Allegretto,Andersen,Op63No9,,1895-1900,Flute,,,Etude,,,,,E major,,A,24 Etudes Techniques pour Flute Allegretto Op63No9 E major,
24 Etudes Techniques pour Flute Allegro Giusto,Andersen,Op63No21,,1895-1900,Flute,,,Etude,,,,,Bb major,,A,24 Etudes Techniques pour Flute Allegro Giusto Op23No21 Bb major,
24 Etudes Techniques pour Flute Allegro Ma Non Troppo,Andersen,Op63No20,,1895-1900,Flute,,,Etude,,,,,C minor,,A,24 Etudes Techniques pour Flute Allegro Ma Non Troppo Op23No20 C minor,
24 Etudes Techniques pour Flute Allegro,Andersen,Op63No10,,1895-1900,Flute,,,Etude,,,,,C# minor,,A,24 Etudes Techniques pour Flute Allegro Op63No10 C# minor,
24 Etudes Techniques pour Flute Allegro,Andersen,Op63No11,,1895-1900,Flute,,,Etude,,,,,B major,,A,24 Etudes Techniques pour Flute Allegro Op63No11 B major,
24 Etudes Techniques pour Flute Allegro,Andersen,Op63No13,,1895-1900,Flute,,,Etude,,,,,Gb major,,A,24 Etudes Techniques pour Flute Allegro Op63No13 Gb major,
24 Etudes Techniques pour Flute Allegro,Andersen,Op63No18,,1895-1900,Flute,,,Etude,,,,,F minor,,A,24 Etudes Techniques pour Flute Allegro Op63No18 F minor,
24 Etudes Techniques pour Flute Allegro,Andersen,Op63No2,,1895-1900,Flute,,,Etude,,,,,A minor,,A,24 Etudes Techniques pour Flute Allegro Op63No2 A minor,
24 Etudes Techniques pour Flute Allegro Risoluto,Andersen,Op63No6,,1895-1900,Flute,,,Etude,,,,,B minor,,A,24 Etudes Techniques pour Flute Allegro Risoluto Op63No6 B minor,
24 Etudes Techniques pour Flute Allegro Vivace,Andersen,Op63No24,,1895-1900,Flute,,,Etude,,,,,D minor,,A,24 Etudes Techniques pour Flute Allegro Vivace Op23No24 D minor,
24 Etudes Techniques pour Flute Andante,Andersen,Op63No12,,1895-1900,Flute,,,Etude,,,,,G# minor,,A,24 Etudes Techniques pour Flute Andante Op63No12 G# minor,
24 Etudes Techniques pour Flute Andante,Andersen,Op63No14,,1895-1900,Flute,,,Etude,,,,,Eb minor,,A,24 Etudes Techniques pour Flute Andante Op63No14 Eb minor,
24 Etudes Techniques pour Flute Andantino,Andersen,Op63No16,,1895-1900,Flute,,,Etude,,,,,Bb minor,,A,24 Etudes Techniques pour Flute Andantino Op63No16 Bb minor,
24 Etudes Techniques pour Flute Moderato animato,Andersen,Op63No7,,1895-1900,Flute,,,Etude,,,,,A major,,A,24 Etudes Techniques pour Flute Moderato animato Op63No7 A major,
24 Etudes Techniques pour Flute Moderato,Andersen,Op63No22,,1895-1900,Flute,,,Etude,,,,,G minor,,A,24 Etudes Techniques pour Flute Moderato Op23No22 G minor,
24 Etudes Techniques pour Flute Moderato,Andersen,Op63No15,,1895-1900,Flute,,,Etude,,,,,Db major,,A,24 Etudes Techniques pour Flute Moderato Op63No15 Db major,
24 Etudes Techniques pour Flute Moderato,Andersen,Op63No5,,1895-1900,Flute,,,Etude,,,,,D major,,A,24 Etudes Techniques pour Flute Moderato Op63No5 D major,
24 Etudes Techniques pour Flute Prestissimo,Andersen,Op63No8,,1895-1900,Flute,,,Etude,,,,,F# minor,,A,24 Etudes Techniques pour Flute Prestissimo Op63No8 F# minor,
24 Etudes Techniques pour Flute Presto,Andersen,Op63No4,,1895-1900,Flute,,,Etude,,,,,E minor,,A,24 Etudes Techniques pour Flute Presto Op63No4 E minor,
24 Etudes Techniques pour Flute Vivace,Andersen,Op63No19,,1895-1900,Flute,,,Etude,,,,,Bb major,Eb major,A,24 Etudes Techniques pour Flute Vivace Op63No19 Eb major,
Triosonate,Anna Amalia,,1748,,Piano,,,SoloSonata,,,,Germany,D major,,A,Triosonate D major,
Adeste Fideles O come all ye faithful,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,G major,,A,Adeste Fideles O come all ye faithful G major,
Amurskiye Volny,Anonymous,,,,Orchestra,,,Prelude,,,,Russia,C minor,,A,Amurskiye Volny C minor,
Baloo Loo Lammy,Anonymous,,,,Orchestra,,,Prelude,,,,Scotland,E major,,A,Baloo Loo Lammy E major,
Beryozka Little Birth Tree by B. Schiller,Anonymous,,,,Orchestra,,,Prelude,,,,Russia,D minor,,A,Beryozka Little Birth Tree by B. Schiller D minor,
"Brazil Three Antiphons from Minas Gerais, 19th Century Cui Comparabo Te",Anonymous,,,1850-1900,Orchestra,,,OtherTextedSacred,,,,Brazil,C minor,,A,"Brazil Three Antiphons from Minas Gerais, 19th Century Cui Comparabo Te C minor",
"Brazil Three Antiphons from Minas Gerais, 19th Century Vide Domine Quoniam Tribulor",Anonymous,,,1850-1900,Orchestra,,,OtherTextedSacred,,,,Brazil,C major,,A,"Brazil Three Antiphons from Minas Gerais, 19th Century Vide Domine Quoniam Tribulor C major",
"Brazil Three Antiphons from Minas Gerais, 19th Century Vidit Suum Dulcem Natum",Anonymous,,,1850-1900,Orchestra,,,OtherTextedSacred,,,,Brazil,Eb major,,A,"Brazil Three Antiphons from Minas Gerais, 19th Century Vidit Suum Dulcem Natum Eb major",
Canon N,Anonymous,,,,Piano,,,Canon,,,,,C major,,A,Canon N C major,
Canzone,Anonymous,,,,Guitar,,,OtherSolo,,,,,D major,,A,Canzone D major,
Catalan Melodies Catalan Melodies La Filla del Marxant in E,Anonymous,,,,Guitar,,,OtherSolo,,,,,E major,,A,Catalan Melodies Catalan Melodies La Filla del Marxant in E E major,
Catalan Melodies El noy de la Mare in D,Anonymous,,,,Guitar,,,OtherSolo,,,,,D major,,A,Catalan Melodies El noy de la Mare in D D major,
Catalan Melodies El Testamento de Amalia in D-,Anonymous,,,,Guitar,,,OtherSolo,,,,Brazil,D minor,,A,Catalan Melodies El Testamento de Amalia in D- D minor,
Caverna do Togro,Anonymous,,,,Piano,,,OtherSolo,,,,,Undeterminable,,A,Caverna do Togro Undeterminable,
Christmas Angels we have heard on high,Anonymous,,,,Piano,,,OtherTextedSacred,,,,,Ab major,,A,Christmas Angels we have heard on high Ab major,
Christmas As lately we watched,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,G major,,A,Christmas As lately we watched G major,
Christmas Away in a manger,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,F major,,A,Christmas Away in a manger F major,
Christmas Cantique de Noel O holy night,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,C major,,A,Christmas Cantique de Noel O holy night C major,
Christmas Christ was born on Christmas day,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,F major,,A,Christmas Christ was born on Christmas day F major,
Christmas Christmas is coming,Anonymous,,,,Orchestra,Guitar,,OtherTextedSacred,,,,,Gb major,,A,Christmas Christmas is coming Gb major,
Christmas Come all ye shepherds,Anonymous,,,,Piano,,,OtherTextedSacred,,,,,F major,,A,Christmas Come all ye shepherds F major,
Christmas Deck the halls,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,F major,,A,Christmas Deck the halls F major,
Christmas Ding dong merrily on high,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,Bb major,,A,Christmas Ding dong merrily on high Bb major,
Christmas Go tell it on the mountain,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,F major,,A,Christmas Go tell it on the mountain F major,
Christmas God rest you merry gentlemen,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,F# minor,,A,Christmas God rest you merry gentlemen F# minor,
Christmas Hear the angel voices,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,Ab major,,A,Christmas Hear the angel voices Ab major,
Christmas Let's go to Bethlehem Christmas Song,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,D major,,A,Christmas Let's go to Bethlehem Christmas Song D major,
Christmas Masters in this hall,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,B minor,,A,Christmas Masters in this hall B minor,
Christmas O I wonder as I wander,Anonymous,,,,Harp,Piano,,OtherTextedSacred,,,,,B minor,,A,Christmas O I wonder as I wander B minor,
Christmas O Sanctissima Oh how joyfully,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,D major,,A,Christmas O Sanctissima Oh how joyfully D major,
Christmas O tannenbaum,Anonymous,,,,Piano,,,OtherTextedSacred,,,,,C major,,A,Christmas O tannenbaum C major,
Christmas The first noel,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,C major,,A,Christmas The first noel C major,
Christmas The Holly and the Ivy,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,F major,Bb major,A,Christmas The Holly and the Ivy F major,
Christmas Up on the Housetop,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,E major,,A,Christmas Up on the Housetop E major,
Christmas Vieux Noel,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,G minor,,A,Christmas Vieux Noel G minor,
Christmas We wish you a Merry Christmas,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,A major,,A,Christmas We wish you a Merry Christmas A major,
Christmas While shepherds watched their flocks,Anonymous,,,,Orchestra,,,OtherTextedSacred,,,,,E major,,A,Christmas While shepherds watched their flocks E major,
Ciganoch Variations-Two Tzigannes,Anonymous,,,,Orchestra,,,Prelude,,,,Russia,D minor,,A,Ciganoch Variations-Two Tzigannes D minor,
"Committee of the Chinese Ministry of Culture, Beijing Blossoms",Anonymous,,,,Orchestra,,,Prelude,,,,China,E major,F# minor,A,"Committee of the Chinese Ministry of Culture, Beijing Blossoms E major",
"Committee of the Chinese Ministry of Culture, Beijing Spring",Anonymous,,,,Orchestra,,,Prelude,,,,China,G major,,A,"Committee of the Chinese Ministry of Culture, Beijing Spring G major",
Dark Eyes,Anonymous,,,,Guitar,,,OtherSolo,,,,Russia,A minor,,A,Dark Eyes A minor,
De Nativitate D.N. Jesu Christi Zu unstres Haren Geburt,Anonymous,,,,Piano,Clarinet,,Duet,,,,,F major,,A,De Nativitate D.N. Jesu Christi Zu unstres Haren Geburt F major,
Die Zufriedenheit im niedrigen stande,Anonymous,,,,Piano,Clarinet,,Duet,,,,,F major,,A,Die Zufriedenheit im niedrigen stande F major,
Four Practice Pieces in a Key of C Chopsticks,Anonymous,No1,,1880-1900,Piano,,,OtherSolo,,,,,C major,,A,Four Practice Pieces in a Key of C Chopsticks No1 C major,
Four Practice Pieces in a Key of C Chopsticks,Anonymous,No2,,1880-1900,Piano,,,OtherSolo,,,,,C major,,A,Four Practice Pieces in a Key of C Chopsticks No2 C major,
Four Practice Pieces in a Key of C Chopsticks,Anonymous,No3,,1880-1900,Piano,,,OtherSolo,,,,,Gb major,,A,Four Practice Pieces in a Key of C Chopsticks No3 Gb major,
Four Practice Pieces in a Key of C Chopsticks,Anonymous,No4,,1880-1900,Piano,,,OtherSolo,,,,,G major,,A,Four Practice Pieces in a Key of C Chopsticks No4 G major,
Funiculi Funicula,Anonymous,,,,Piano,,,OtherSolo,,,,Italy,F major,,A,Funiculi Funicula F major,
Geheime Liebe,Anonymous,,,,Piano,Clarinet,,Duet,,,,,G major,,A,Geheime Liebe G major,
Greensleeves,Anonymous,,,,Recorder,,,Duet,,,,,G minor,,A,Greensleeves G minor,Recorder and Sitar
Hatikva Israeli National Anthem,Anonymous,,,,Orchestra,,,Prelude,,,,,C major,,A,Hatikva Israeli National Anthem C major,
Kalinka,Anonymous,,,,Orchestra,,,Prelude,,,,Russia,A minor,,A,Kalinka A minor,
Karello Finska Polketten,Anonymous,,,,Bass,Guitar,,Trio,,,,Finland,C minor,,A,Karello Finska Polketten C minor,Other Instruments: Drums and Accordian
Katibim,Anonymous,,,,Orchestra,,,Prelude,,,,,A minor,,A,Katibim A minor,
Kdoz jste Bozi bojovnici,Anonymous,,,,Trumpet,,,MiscWindEnsemble,,,,,D minor,,A,Kdoz jste Bozi bojovnici D minor,4 Trumpets
Kham Hom Sweet Words,Anonymous,,,,Orchestra,,,Prelude,,,,Thailand,F major,,A,Kham Hom Sweet Words F major,
La Fayette's Welcome to Philadelophia,Anonymous,,,,Piano,,,OtherSolo,,,,,C major,,A,La Fayette's Welcome to Philadelophia C major,
Maschearada,Anonymous,,,,Guitar,,,OtherSolo,,,,,D major,,A,Maschearada D major,
Minuet for Guitar,Anonymous,,,,Harp,,,OtherSolo,,,,,D minor,,A,Minuet for Guitar D minor,
Prayer of St. Francis Andante Expressione,Anonymous,,,,Organ,,,OtherSolo,,,,,C major,,A,Prayer of St. Francis Andante Expressione C major,
Sagrao de Konzert,Anonymous,,,,Piano,,,OtherSolo,,,,,Undeterminable,,A,Sagrao de Konzert Underterminable,
Sakura,Anonymous,,,,Harp,Flute,,Duet,,,,Japan,D minor,,A,Sakura D minor,
"Scottish Medley Scotland the Brave, Gillie Calum Braes o Tulimet",Anonymous,,,,Orchestra,,,Prelude,,,,Scotland,C minor,,A,"Scottish Medley Scotland the Brave, Gillie Calum Braes o Tulimet C minor",
Song of the Volga Boatment,Anonymous,,,,Piano,,,SongSecular,,,,Russia,A minor,,A,Song of the Volga Boatment A minor,
Torgao do Batuque,Anonymous,,,,Piano,,,OtherSolo,,,,,Undeterminable,,A,Torgao do Batuque Undeterminable,
Triad American The Celebrated One Finger'd Sliding Waltz,Anonymous,,,1880-1900,Piano,,,OtherSolo,,Waltz,,America,C major,,A,Triad American The Celebrated One Finger'd Sliding Waltz C major,
Uns ist ein Kind geboren,Anonymous,,,,Harpsichord,,,OtherSolo,,,,,E minor,,A,Uns ist ein Kind geboren E minor,
Allegretto in A,Archer,,,1860-1880,Orchestra,,,,,,,England,A major,,A,Allegretto in A A major,
Pastorale-Louis XV,Archer,,1878,,Recorder,Clarinet,,,,,,England,G major,,A,Pastorale-Louis XV G major,Calliope
Fairy Tale,Arensky,,,1880-1890,Piano,,,OtherSolo,,,,Russia,G minor,,A,Fairy Tale G minor,
Impromptu in B,Arensky,,,1880-1890,Piano,,,OtherSolo,,Impromptu,,Russia,B minor,,A,Impromptu in B B minor,
Suite 1 Romance,Arensky,,,1880-1890,Piano,,,OtherSolo,,,,Russia,G minor,G major,A,Suite Op15No1 1 Romance G minor,
Suite 2 Waltz,Arensky,,,1880-1890,Piano,,,OtherSolo,,Waltz,,Russia,C major,,A,Suite Op15No12 Waltz C major,
Suite 3 Polonaise,Arensky,,,1880-1890,Piano,,,OtherSolo,,Polonaise,,Russia,C major,G major,A,Suite Op15No13 Polonaise C major,
Shakespear's Carol Blow Blow Thou Winter Wind,Arne,,,1725-1745,Harpsichord,,,OtherSolo,,,,England,F major,,A,Shakespear's Carol Blow Blow Thou Winter Wind F major,
Siviliano,Arne,,,1725-1745,Harpsichord,,,OtherSolo,,,,England,F major,,A,Siciliano F major,
The Masque Alfred King of England Finale-Ode When Britain first at heav'n's command Rule Britannia,Arne,,1740,,Orchestra,,,Opera,,,,England,C major,,A,The Masque Alfred King of England Finale-Ode When Britain first at heav'n's command Rule Britannia C major,
The Tempest Finale Quintet,Arne,,,1725-1745,Piano,Voice,,SongSecular,,,,England,D major,,A,The Tempest Finale Quintet D major,
The Tempest Where the Bee Sucks,Arne,,,1725-1745,Piano,,,OtherSolo,,,,England,G major,,A,The Tempest Where the Bee Sucks G major,
Scottish Dances 2 Vivace,Arnold,Op59,1957,,Orchestra,,,SoloDanceOneMovement,,,,England,Eb major,,A,Scottish Dances 2 Vivace Eb major,
Scottish Dances 3 Allegretto,Arnold,Op59,1957,,Orchestra,,,SoloDanceOneMovement,,,,England,F major,,A,Scottish Dances 3 Allegretto F major,
Los Esclavos Felices Overture,Arriaga,,1820,,Orchestra,,,Overture,,,,Spain,D major,,A,Los Esclavos Felices Overture D major,
Seguidillas Y Tango,Arrieta,,,1845-1880,Guitar,,,OtherSolo,,,,,D minor,,A,Seguidillas Y Tango D minor,
Alice Romance,Ascher,,1895,,Piano,,,OtherSolo,,,,England,Db major,,A,Alice Romance Db major,
Danse Andalouse,Ascher,Op30,,1850-1860,Piano,,,OtherSolo,,,,England,Eb major,,A,Danse Andalouse Eb major,
Danse Espagnole,Ascher,Op24,1853,,Piano,,,OtherSolo,,,,England,D major,,A,Danse Espagnole D major,
Fanfare Militaire,Ascher,Op40,1855,,Piano,,,OtherSolo,,,,England,Eb major,,A,Fanfare Militaire Eb major,
Grande Polka Militaire,Ascher,,1861,,Piano,,,OtherSolo,,,,England,Eb major,,A,Grande Polka Militaire Eb major,
La Cascade de Roses,Ascher,Op80,1869,,Piano,,,OtherSolo,,,,England,Ab major,,A,La Cascade de Roses Ab major,
La Montagnarde,Ascher,,1855,,Piano,,,OtherSolo,,,,England,G major,,A,La Montagnarde G major,
La Perle du Nord,Ascher,,1855,,Piano,,,OtherSolo,,,,England,Eb major,,A,La Perle du Nord Eb major,
Mazurka des Traineaux,Ascher,,1866,,Piano,,,OtherSolo,,Mazurka,,England,Eb major,,A,Mazurka des Traineaux Eb major,
Sans Soucis,Ascher,Op83,1870,,Piano,,,OtherSolo,,,,England,Eb major,,A,Sans Soucis Eb major,
Un Mot du Coeur,Ascher,Op39,1854,,Piano,,,OtherSolo,,,,England,Bb major,,A,Un Mot du Coeur Bb major,
Vaillance,Ascher,,1852,,Piano,,,OtherSolo,,,,England,A major,,A,Vaillance A major,
Stabat Mater 1 Stabat Mater,Astorga,,1704,,Harpsichord,Voice,,OtherTextedSacred,,,,,C minor,,A,Stabat Mater 1 Stabat Mater C minor,
Stabat Mater 2 O quam Tristis,Astorga,,1704,,Harpsichord,Voice,,OtherTextedSacred,,,,,G minor,,A,Stabat Mater 2 O quam Tristis G minor,
Music for the Coronation of George IV Introduction to the anthem I was Glad,Attwood,,1820,,Piano,,,OtherSolo,,,,England,C major,,A,Music for the Coronation of George IV Introduction to the anthem I was Glad C major,
La Muette di Portici Cavatina,Auber,,1828,,Piano,,,OtherSolo,,,,France,Ab major,,A,La Muette di Portici Cavatina Ab major,
La Muette di Portici Overture,Auber,,1828,,Piano,,,OtherSolo,,,,France,G minor,G major,A,La Muette di Portici Overture G minor,
Diavolo Romanze,Audran,,,1850-1870,Piano,,,OtherSolo,,,,France,G major,,A,Diavolo Romanze G major,
Gilette Galop,Audran,,,1850-1870,Piano,,,OtherSolo,,,,France,D major,,A,Gilette Galop D major,
Le Grand Mogol Ouverture,Audran,,,1850-1870,Piano,,,OtherSolo,,,,France,C major,,A,Le Grand Mogol Ouverture C major,
"Ach bleib bei uns, Herr Jesu Christ",Bach,BWV253,,1700-1750,SATB,,,Chorale,,,,Germany,A major,,Bach,Ach bleib bei uns Herr Jesu Christ BWV 253 A major,
"Ach Gott, erhor mein Seufzen",Bach,BWV254,,1700-1750,SATB,,,Chorale,,,,Germany,D minor,,Bach,Ach Gott erhor mein Seufzen BWV 254 D minor,
Ach Gott und Herr,Bach,BWV255,,1700-1750,SATB,,,Chorale,,,,Germany,C major,,Bach,Ach Gott und Herr BWV 255 C major,
Ach Gott und Herr,Bach,BWV48,1723,,SATB,,,Chorale,,,,Germany,Bb major,,Bach,Ach Gott und Herr BWV 48 Bb major,third movement from cantata BWV 48
Ach Gott vom Himmel sieh darein,Bach,BWV153,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,,Bach,Ach Gott vom Himmel sieh darein BWV 153 A minor,first movement from cantata BWV 153
Ach Gott vom Himmel sieh darein,Bach,BWV2,1724,,SATB,,,Chorale,,,,Germany,G minor,,Bach,Ach Gott vom Himmel sieh darein BWV 2 G minor,sixth movement from cantata BWV 2
Ach Gott vom Himmel sieh darein,Bach,BWV77,1723,,SATB,,,Chorale,,,,Germany,G minor,,Bach,Ach Gott vom Himmel sieh darein BWV 77 G minor,sixth movement from cantata BWV 77
"Ach Gott, wie manches Herzeleid",Bach,BWV153,1723,,SATB,,,Chorale,,,,Germany,C major,,Bach,Ach Gott wie manches Herzeleid BWV 153 C major,ninth movement from cantata BWV 153
"Ach Gott, wie manches Herzeleid",Bach,BWV3,1725,,SATB,,,Chorale,,,,Germany,A major,,Bach,Ach Gott wie manches Herzeleid BWV 3 6 A major,sixth movement from cantata BWV 3
"Ach Gott, wie manches Herzeleid",Bach,BWV3,1725,,SATB,,,Chorale,,,,Germany,A major,,Bach,Ach Gott wie manches Herzeleid BWV 3 A major,sixth movement from cantata BWV 3
"Ach lieben Christen, seid getrost",Bach,BWV114,1724,,SATB,,,Chorale,,,,Germany,G minor,,Bach,Ach lieben Christen seid getrost BWV 114 G minor,seventh movement from cantata BWV 114
"Ach lieben Christen, seid getrost",Bach,BWV256,,1700-1750,SATB,,,Chorale,,,,Germany,A minor,,Bach,Ach lieben Christen seid getrost BWV 256 A minor,
"Ach, was soll ich Sunder machen?",Bach,BWV259,,1700-1750,SATB,,,Chorale,,,,Germany,E minor,,Bach,Ach was soll ich Sunder machen BWV 259 E minor,
"Ach wie fluchtig, ach wie nichtig",Bach,BWV26,1724,,SATB,,,Chorale,,,,Germany,A minor,,Bach,Ach wie fluchtig ach wie nichtig BWV 26 A minor,last movement from cantata BWV 26
"Ach wie fluchtig, ach wie nichtig; Ach wie fluchtig, ach wie nichtig",Bach,BWV26,1724,,SATB,Orchestra,,Cantata,,CantataChorus,,Germany,A minor,,Bach,Ach wie fluchtig ach wie nichtig BWV 26 Ach wie fluchtig ach wie nichtig A minor,
"Ach wie fluchtig, ach wie nichtig; An irdische Schatze das Herze zu hangen",Bach,BWV26,1724,,Bass,Oboe,Oboe,Cantata,,CantataAria,,Germany,E minor,,Bach,Ach wie fluchtig ach wie nichtig BWV 26 An irdische Schatze das Herze zu hangen E minor,also a third oboe and continuo in orchestration
"Ach wie fluchtig, ach wie nichtig; So schnell ein rauschend Wasser schiesst",Bach,BWV26,1724,,Tenor,Violin,Flute,Cantata,,CantataAria,,Germany,C major,,Bach,Ach wie fluchtig ach wie nichtig BWV 26 So schnell ein rauschend Wasser schiesst C major,continuo also in orchestration
Alla Breve in D major,Bach,BWV589,1709,,Organ,,,Fugue,,,,Germany,D major,,Bach,Alla Breve BWV589 D major,
Alle Menschen mussen sterben,Bach,BWV262,,1700-1750,SATB,,,Chorale,,,,Germany,D major,,Bach,Alle Menschen mussen sterben BWV 262 D major,
Allein Gott in der Hoh sei Ehr,Bach,BWV104,1724,,SATB,,,Chorale,,,,Germany,A major,,Bach,Allein Gott in der Hoh sei Ehr BWV 104 A major,sixth movement from cantata BWV 104
Allein Gott in der Hoh sei Ehr,Bach,BWV104,1724,,SATB,,,Chorale,,,,Germany,G major,,Bach,Allein Gott in der Hoh sei Ehr BWV 104 G major,sixth movement from cantata BWV 104
Allein Gott in der Hoh sei Ehr,Bach,BWV112,1731,,SATB,,,Chorale,,,,Germany,G major,,Bach,Allein Gott in der Hoh sei Ehr BWV 112 G major,fifth movement from cantata BWV 112
Allein Gott in der Hoh sei Ehr,Bach,BWV260,,1700-1750,SATB,,,Chorale,,,,Germany,G major,,Bach,Allein Gott in der Hoh sei Ehr BWV 260 G major,
Allein Gott in der Hoh sei Ehr Chorale Prelude,Bach,BWV662,1723,,Organ,,,Prelude,,ChoralePrelude,,Germany,A major,,Bach,Allein Gott in der Hoh sei Ehr BWV662 A major,
Trio super Allein Gott in der H_h sei Her,Bach,BWV664,1723,,Organ,,,Prelude,,ChoralePrelude,,Germany,A major,,Bach,Allein Gott in der Hoh sei Ehr BWV664 A major,
Allein Gott in der Hoh sei Ehr,Bach,BWV711,,1708-1717,Organ,,,Prelude,,ChoralePrelude,,Germany,C major,,Bach,Allein Gott in der Hoh sei Her BWV711 C major,
"Allein zu dir, Herr Jesu Christ",Bach,BWV261,,1700-1750,SATB,,,Chorale,,,,Germany,B minor,,Bach,Allein zu dir Herr Jesu Christ BWV 261 B minor,
"Allein zu dir, Herr Jesu Christ",Bach,BWV33,1724,,SATB,,,Chorale,,,,Germany,A minor,,Bach,Allein zu dir Herr Jesu Christ BWV 33 A minor,sixth movement from cantata BWV 33
