Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation,Folder,Filename,Comments
Trente-six fugues pour le piano-forte,Reicha,No17,1803,,Piano,,,Fugue,,,,France,A major,,R,Trente-six fugues pour le piano-forte No17 A major,
Trente-six fugues pour le piano-forte,Reicha,No25,1803,,Piano,,,Fugue,,,,France,Bb major,Ab major,R,Trente-six fugues pour le piano-forte No25 Bb major,
Trente-six fugues pour le piano-forte,Reicha,No28,1803,,Piano,,,Fugue,,,,France,A major,,R,Trente-six fugues pour le piano-forte No28 A major,
Concerto for Piano in C 1 Allegro,Reinecke,Op144No3,1878,,Piano,Orchestra,,Concerto,,,,Germany,C major,,R,Concerto for Piano in C 1 Allegro Op144No3 C major,
Concerto for Piano in C 2 Largo,Reinecke,Op144No3,1878,,Piano,Orchestra,,Concerto,,,,Germany,Ab major,,R,Concerto for Piano in C 2 Largo Op144No3 Ab major,
Concerto for Piano in C 3 Finale,Reinecke,Op144No3,1878,,Piano,Orchestra,,Concerto,,,,Germany,C major,,R,Concerto for Piano in C 3 Finale Op144No3 C major,
Elegy for Piano Alone,Reinecke,,1844,1864,Piano,,,OtherSolo,,,,Germany,E minor,,R,Elegy for Piano Alone E minor,
Flute Sonata Undine 1 Allegro,Reinecke,Op167,1882,,Flute,Orchestra,,Concerto,,,,Germany,E minor,,R,Flute Sonata Undine 1 Allegro Op167 E minor,
Flute Sonata Undine 2 Intermezzo,Reinecke,Op167,1882,,Flute,Orchestra,,Concerto,,,,Germany,B minor,,R,Flute Sonata Undine 2 Intermezzo Op167 B minor,
Flute Sonata Undine 3 Andante Tranquillo,Reinecke,Op167,1882,,Flute,Orchestra,,Concerto,,,,Germany,G major,,R,Flute Sonata Undine 3 Andante Tranquillo Op167 G major,
Flute Sonata Undine 4 Finale,Reinecke,Op167,1882,,Flute,Orchestra,,Concerto,,,,Germany,E minor,E major,R,Flute Sonata Undine 4 Finale Op167 E minor,
"Antique Dances and Arias Suite-Anonymous, Passo mezzo e mascherada",Respighi,,1917,,Orchestra,,,,OrchestralSuite,,,Germany,D major,,R,"Antique Dances and Arias Suite-Anonymous, Passo mezzo e mascherada D major",
"Antique Dances and Arias Suite-Anonymous, Villanella No1",Respighi,,1917,,Orchestra,,,,OrchestralSuite,,,Germany,B minor,,R,"Antique Dances and Arias Suite-Anonymous, Villanella No1 B minor",
"Antique Dances and Arias Suite-Simone Molinaro, Balletto detto Il Conte Orlando No1",Respighi,No1,1917,,Orchestra,,,,OrchestralSuite,,,Germany,D major,,R,"Antique Dances and Arias Suite-Simone Molinaro, Balletto detto Il Conte Orlando No1 D major",
"Antique Dances and Arias Suite-Vincenzo Galilei, Gagliarda No1",Respighi,,1917,,Orchestra,,,,OrchestralSuite,,,Germany,D major,,R,"Antique Dances and Arias Suite-Vincenzo Galilei, Gagliarda No1 D major",
"The 94th Psalm, Sonata for Organ in C 4 Allegro",Reubke,,1854,1874,Organ,,,OtherSolo,,,,Germany,C minor,,R,"The 94th Psalm, Sonata for Organ in C 4 Allegro C minor",
Requiem in D- 1 Requiem,Rheinberger,,1859,1879,Voice,,,OtherTextedSacred,,,,Germany,D minor,,R,Requiem in D- 1 Requiem D minor,
Requiem in D- 2 Granduale,Rheinberger,,1859,1879,Voice,,,OtherTextedSacred,,,,Germany,G major,,R,Requiem in D- 2 Granduale G major,
Requiem in D- 3 Ofertorium,Rheinberger,,1859,1879,Voice,,,OtherTextedSacred,,,,Germany,D minor,,R,Requiem in D- 3 Ofertorium D minor,
Requiem in D- 4 Hostias,Rheinberger,,1859,1879,Voice,,,OtherTextedSacred,,,,Germany,Bb major,D minor,R,Requiem in D- 4 Hostias Bb major,
Requiem in D- 5 Sanctus,Rheinberger,,1859,1879,Voice,,,OtherTextedSacred,,,,Germany,D major,,R,Requiem in D- 5 Sanctus D major,
Requiem in D- 6 Benedictus,Rheinberger,,1859,1879,Voice,,,OtherTextedSacred,,,,Germany,Bb major,,R,Requiem in D- 6 Benedictus Bb major,
Requiem in D- 7 Agnus Dei,Rheinberger,,1859,1879,Voice,,,OtherTextedSacred,,,,Germany,D minor,,R,Requiem in D- 7 Agnus Dei D minor,
Concerto in B minor,Rieding,,1909,,Violin,Piano,,Concerto,,,,Germany,B minor,,R,Concerto in B minor B minor,
Sonata for Flute and Piano 1 Allegro Moderato,Rietz,Op91,1832,1852,Flute,Piano,,ChamberSonata,,FirstMovement,,Germany,G minor,,R,Sonata for Flute and Piano 1 Allegro Moderato Op91 G minor,
Sonata for Flute and Piano 2 Andante Poco Sostenuto,Rietz,Op91,1832,1852,Flute,Piano,,ChamberSonata,,SlowMovement,,Germany,Eb major,,R,Sonata for Flute and Piano 2 Andante Poco Sostenuto Op91 Eb major,
Sonata for Flute and Piano 3 Allegretto,Rietz,Op91,1832,1852,Flute,Piano,,ChamberSonata,,FastMovement,,Germany,G minor,,R,Sonata for Flute and Piano 3 Allegretto Op91 G minor,
Sonata for Flute and Piano 4 Allegro Molto,Rietz,Op91,1832,1832,Flute,Piano,,ChamberSonata,,LastMovement,,Germany,G major,,R,Sonata for Flute and Piano 4 Allegro Molto Op91 G major,
100 Russian Songs 11 Through the Meadows,Rimsky-Korsakov,Op24,1875,1876,Orchestra,,,SongSecular,,,,Russia,F major,C major,R,100 Russian Songs 11 Through the Meadows Op24 F major,
100 Russian Songs 12 Over Valley Mists,Rimsky-Korsakov,Op24,1875,1876,Orchestra,,,SongSecular,,,,Russia,D minor,,R,100 Russian Songs 12 Over Valley Mists Op24 D minor,
100 Russian Songs 14 Johnny and his Sofa,Rimsky-Korsakov,Op24,1875,1876,Organ,,,SongSecular,,,,Russia,Bb major,F major,R,100 Russian Songs 14 Johnny and his Sofa Op24 Bb major,
100 Russian Songs 16 Hey You White Snow,Rimsky-Korsakov,Op24,1875,1876,Orchestra,,,SongSecular,,,,Russia,A minor,,R,100 Russian Songs 16 Hey You White Snow Op24 A minor,
100 Russian Songs 21 By the Gate a Tree Swings,Rimsky-Korsakov,Op24,1875,1876,Orchestra,,,SongSecular,,,,Russia,Bb major,Eb major,R,100 Russian Songs 21 By the Gate a Tree Swings Op24 Bb major,
Capriccio Espagnol 1 Albodara Vivo e strepitoso,Rimsky-Korsakov,Op34,1887,,Orchestra,,,Prelude,,,,Russia,A major,,R,Capriccio Espagnol 1 Albodara Vivo e strepitoso Op34 A major,
Concerto for Trombone and Military Band 1 Allegro Vivace,Rimsky-Korsakov,,1877,,Trombone,Piano,,Concerto,,,,Russia,Bb major,,R,Concerto for Trombone and Military Band 2 Andante Cantible and Moderato Bb major,
Concerto for Trombone and Military Band 2 Andante Cantible and Moderato,Rimsky-Korsakov,,1877,,,,,,,,,Russia,F# major,Bb major,R,Concerto for Trombone and Military Band 2 Andante Cantible and Moderato F# major,
Flight of the Bumblebee,Rimsky-Korsakov,,1832,1832,Orchestra,,,Prelude,,,,Russia,G minor,,R,Flight of the Bumblebee G minor,
"Le Coq d'Or The Golden Rooster, suite symphonique 4 tableaux musicaux tires de l'opera 4 musical pictures from the opera 1 Allegro",Rimsky-Korsakov,,1860,1870,Orchestra,,,Opera,,,,Russia,C# minor,C# major,R,"Le Coq d'Or The Golden Rooster, suite symphonique 4 tableaux musicaux tires de l'opera 4 musical pictures from the opera 1 Allegro C# minor",
"Le Coq d'Or The Golden Rooster, suite symphonique 4 tableaux musicaux tires de l'opera 4 musical pictures from the opera 3 Andantino",Rimsky-Korsakov,,1860,1870,Orchestra,,,Opera,,,,Russia,G major,A major,R,"Le Coq d'Or The Golden Rooster, suite symphonique 4 tableaux musicaux tires de l'opera 4 musical pictures from the opera 3 Andantino G major",
"Le Coq d'Or The Golden Rooster, suite symphonique 4 tableaux musicaux tires de l'opera 4 musical pictures from the opera 4 Allegro Assai",Rimsky-Korsakov,,1860,1870,Orchestra,,,Opera,,,,Russia,F major,A# major,R,"Le Coq d'Or The Golden Rooster, suite symphonique 4 tableaux musicaux tires de l'opera 4 musical pictures from the opera 4 Allegro Assai A# major",
May Night-Levko's Aria from Act I,Rimsky-Korsakov,,1880,,Voice,Orchestra,,,,,,Russia,A major,,R,May Night-Levko's Aria from Act I A major,
Russian Easter Festival Overture,Rimsky-Korsakov,,1832,1832,Orchestra,,,Overture,,,,Russia,F major,Db major,R,Russian Easter Festival Overture D major,
Sadko Song of the Indian Guest,Rimsky-Korsakov,,1860,1870,,,,SongSecular,,,,Russia,A minor,G major,R,Sadko Song of the Indian Guest A minor,
Sadko Song of the Viking Guest,Rimsky-Korsakov,,1860,1870,Orchestra,,,SongSecular,,,,Russia,D minor,,R,Sadko Song of the Viking Guest D minor,
"Scheherazade, Symphonic Suite after The 1001 Nights 1 The Sea and Sindbad's Ship",Rimsky-Korsakov,Op35,1888,,Orchestra,,,,OrchestralSuite,,,Russia,A minor,A major,R,"Scheherazade, Symphonic Suite after The 1001 Nights 1 The Sea and Sindbad's Ship Op35 A minor",
"Scheherazade, Symphonic Suite after The 1001 Nights 2 The Story of the Calender Prince",Rimsky-Korsakov,Op35,1888,,Orchestra,,,,OrchestralSuite,,,Russia,E minor,,R,"Scheherazade, Symphonic Suite after The 1001 Nights 2 The Story of the Calender Prince Op35 E minor",
"Scheherazade, Symphonic Suite after The 1001 Nights 3 The Young Prince and the Young Princess",Rimsky-Korsakov,Op35,1888,,Orchestra,,,,OrchestralSuite,,,Russia,G major,,R,"Scheherazade, Symphonic Suite after The 1001 Nights 3 The Young Prince and the Young Princess Op35 G major",
"Scheherazade, Symphonic Suite after The 1001 Nights 4 Festival at Baghdad-The Sea-The Ship goes to pieces against a rock surmounted by a Bronze Warrior",Rimsky-Korsakov,Op35,1888,,Orchestra,,,,OrchestralSuite,,,Russia,B minor,A major,R,"Scheherazade, Symphonic Suite after The 1001 Nights 4 Festival at Baghdad-The Sea-The Ship goes to pieces against a rock surmounted by a Bronze Warrior Op35 B minor",
"Scheherazade, Symphonic Suite after The 1001 Nights Theme",Rimsky-Korsakov,Op35,1888,,Orchestra,,,,OrchestralSuite,,,Russia,G major,,R,"Scheherazade, Symphonic Suite after The 1001 Nights Theme Op35 G major",
Snow Maiden Dance of the Tumblers,Rimsky-Korsakov,,1860,1870,Orchestra,,,Prelude,,,,Russia,G major,C major,R,Snow Maiden Dance of the Tumblers G major,
Snow Maiden II Chorus from Ouverture,Rimsky-Korsakov,,1860,1870,Flute,,,Prelude,,,,Russia,G major,,R,Snow Maiden II Chorus from Ouverture G major,
"Song of India, Theme from Sadko",Rimsky-Korsakov,,1832,1832,Piano,,,OtherSolo,,,,Russia,G major,,R,"Song of India, Theme from Sadko G major",
Variations on a theme by Glinka for oboe and wind orchestra in G-,Rimsky-Korsakov,,1876,,Oboe,Orchestra,,Concerto,,,,Russia,G minor,,R,Variations on a theme by Glinka for oboe and wind orchestra in G- G minor,
Improvviso,Rinaldi,Op108No2,1860,1880,Piano,,,OtherSolo,,,,Italy,A minor,,R,Improvviso Op108No2 A minor,
Home Sweet Home,Rive-King,,1874,1894,Piano,,,OtherSolo,,,,America,F major,,R,Home Sweet Home Variations F major,
La Cumparsita-Tango,Rodriges,,1910,1930,Organ,Violin,Piano,Prelude,,,,Uruguay,A minor,,R,La Cumparsita-Tango A minor,Gerardo
Rondo in Bb,Rodriguez,,1779,1799,Piano,,,OtherSolo,,,,,Bb major,,R,Rondo in Bb Bb major,F.
Sonata in F for Harpsichord,Rodriguez,,1705,1725,Harpsichord,,,SoloSonata,,,,Spain,F major,,R,Sonata in F for Harpsichord F major,V.
Sonata in C 1 Allegro,Roman,BeRI215,1714,1734,Harpsichord,,,SoloSonata,,FirstMovement,,Sweden,C major,,R,Sonata in C 1 Allegro BeRI215 C major,
Sonata in C 2 Larghetto,Roman,BeRI215,1714,1734,Harpsichord,,,SoloSonata,,SlowMovement,,Sweden,C minor,,R,Sonata in C 2 Larghetto BeRI215 C minor,
Sonata in C 3 Allegro,Roman,BeRI215,1714,1734,Harpsichord,,,SoloSonata,,LastMovement,,Sweden,C major,,R,Sonata in C 3 Allegro BeRI215 C major,
Sonata in D 1 Allegro,Roman,BeRI226No2,1714,1734,Harpsichord,,,SoloSonata,,FirstMovement,,Sweden,D major,,R,Sonata in D 1 Allegro BeRI226No2 D major,
Sonata in D 2 Lento non troppo,Roman,BeRI226No2,1714,1734,Harpsichord,,,SoloSonata,,SlowMovement,,Sweden,A minor,A major,R,Sonata in D 2 Lento non troppo BeRI226No2 A minor,
Sonata in D 3 Allegro moderato,Roman,BeRI226No2,1714,1734,Harpsichord,,,SoloSonata,,FastMovement,,Sweden,D major,,R,Sonata in D 3 Allegro moderato BeRI226No2 D major,
Sonata in D 4 5 Presto,Roman,BeRI226No2,1714,1734,Harpsichord,,,SoloSonata,,LastMovement,,Sweden,D major,,R,Sonata in D 4 5 Presto BeRI226No2 D major,
Sonata in D 4 Non troppo allegro,Roman,BeRI226No2,1714,1734,Harpsichord,,,SoloSonata,,FastMovement,,Sweden,D major,,R,Sonata in D 4 Non troppo allegro BeRI226No2 D major,
Sonata in Eb 1 Allegro,Roman,BeRI225No1,1714,1734,Harpsichord,,,SoloSonata,,FirstMovement,,Sweden,Eb major,,R,Sonata in Eb 1 Allegro BeRI225No1 Eb major,
Sonata in Eb 2 Adagio,Roman,BeRI225No1,1714,1734,Harpsichord,,,SoloSonata,,SlowMovement,,Sweden,G minor,,R,Sonata in Eb 2 Adagio BeRI225No1 G minor,
Sonata in Eb 3 Non tanto,Roman,BeRI225No1,1714,1734,Harpsichord,,,SoloSonata,,SlowMovement,,Sweden,Eb major,Bb major,R,Sonata in Eb 3 Non tanto BeRI225No1 Eb major,
Sonata in Eb 4 Vivace,Roman,BeRI225No1,1714,1734,Harpsichord,,,SoloSonata,,LastMovement,,Sweden,Eb major,,R,Sonata in Eb 4 Vivace BeRI225No1 Eb major,
Sonata in F- 1 Allegro Moderato,Roman,BeRI235No11,1714,1734,Harpsichord,,,SoloSonata,,FirstMovement,,Sweden,F minor,,R,Sonata in F- 1 Allegro Moderato BeRI235No11 F minor,
Sonata in F- 2 Allegretto,Roman,BeRI235No11,1714,1734,Harpsichord,,,SoloSonata,,FastMovement,,Sweden,F minor,,R,Sonata in F- 2 Allegretto BeRI235No11 F minor,
Sonata in F- 3 Lento Poco,Roman,BeRI235No11,1714,1734,Harpsichord,,,SoloSonata,,SlowMovement,,Sweden,Ab major,,R,Sonata in F- 3 Lento Poco BeRI235No11 Ab major,
Sonata in F- 4 Allegro,Roman,BeRI235No11,1714,1734,Harpsichord,,,SoloSonata,,LastMovement,,Sweden,F minor,,R,Sonata in F- 4 Allegro BeRI235No11 F minor,
Sonata for violoncello and piano in G 1 Allegro,Romberg,Op43No3,1787,1807,Violin,Piano,,ChamberSonata,,FirstMovement,,Germany,G major,,R,Sonata for violoncello and piano in G 1 Allegro Op43No3 G major,
Sonata for violoncello and piano in G 2 Romanze,Romberg,Op43No3,1787,1807,Violin,Piano,,ChamberSonata,,SlowMovement,,Germany,C major,,R,Sonata for violoncello and piano in G 2 Romanze Op43No3 C major,
Sonata for violoncello and piano in G 3 Finale Allegretto,Romberg,Op43No3,1787,1807,Violin,Piano,,ChamberSonata,,LastMovement,,Germany,G major,,R,Sonata for violoncello and piano in G 3 Finale Allegretto Op43No3 G major,
"Gavotte, Sarabande, and Gigue in G",Roncalli,,1692,,Guitar,,,OtherSolo,,,,Italy,G major,,R,"Gavotte, Sarabande, and Gigue in G G major",
Passacaglia in G-,Roncalli,,1692,,Guitar,,,OtherSolo,,,,Italy,G minor,,R,Passacaglia in G- G minor,
"Ueber den Wellen, Walzer",Rosas,,1888,1908,Piano,,,Trio,,,,Mexico,G major,,R,"Ueber den Wellen, Walzer G major",
Waltz Sobre las olas,Rosas,,1888,1908,Harpsichord,Guitar,Violin,OtherSolo,,,,Mexico,G major,,R,Waltz Sobre las olas G major,
"Argene e Melania Canta Profana per soli, coro e orchestra 3 Reitativo Argene Melanie",Rossini,,1812,1832,Orchestra,Voice,,Cantata,,,,Italy,G major,B major,R,"Argene e Melania Canta Profana per soli, coro e orchestra 3 Reitativo Argene Melanie G major",
"Argene e Melania Canta Profana per soli, coro e orchestra 4 Aria Argene",Rossini,,1812,1832,Orchestra,Voice,,Cantata,,,,Italy,E major,,R,"Argene e Melania Canta Profana per soli, coro e orchestra 4 Aria Argene E major",
"Argene e Melania Canta Profana per soli, coro e orchestra 5 Recitativo e Duetto Argene, Melania",Rossini,,1812,1832,Orchestra,Voice,,Cantata,,,,Italy,E major,A major,R,"Argene e Melania Canta Profana per soli, coro e orchestra 5 Recitativo e Duetto Argene, Melania E major",
"Argene e Melania Canta Profana per soli, coro e orchestra 6 Scena II Aria Fileno",Rossini,,1812,1832,Orchestra,Voice,,Cantata,,,,Italy,Eb major,,R,"Argene e Melania Canta Profana per soli, coro e orchestra 6 Scena II Aria Fileno Eb major",
"Argene e Melania Canta Profana per soli, coro e orchestra 7 Recitativo e coro Argene Alceo, coro-",Rossini,,1812,1832,Orchestra,Voice,,Cantata,,,,Italy,Eb major,,R,"Argene e Melania Canta Profana per soli, coro e orchestra 7 Recitativo e coro Argene Alceo, coro- Eb major",
"Argene e Melania Canta Profana per soli, coro e orchestra 8 Scena III Recitativo Alceo Argene Melanie",Rossini,,1812,1832,Orchestra,Voice,,Cantata,,,,Italy,C major,,R,"Argene e Melania Canta Profana per soli, coro e orchestra 8 Scena III Recitativo Alceo Argene Melanie C major",
"Argene e Melania Canta Profana per soli, coro e orchestra 9 Aria Fileno, coro-",Rossini,,1812,1832,Orchestra,Voice,,Cantata,,,,Italy,C major,,R,"Argene e Melania Canta Profana per soli, coro e orchestra 9 Aria Fileno, coro- C major",
"Argene e Melania Canta Profana per soli, coro e orchestra Overture",Rossini,,1812,1832,Orchestra,Voice,,Overture,,,,Italy,G major,,R,"Argene e Melania Canta Profana per soli, coro e orchestra Overture G major",
"Argene e Melania Canta Profana per soli, coro e orchestra Scene 1",Rossini,,1812,1832,Orchestra,Voice,,Cantata,,,,Italy,G major,,R,"Argene e Melania Canta Profana per soli, coro e orchestra Scene 1 G major",
Armida Damour al dolce impero,Rossini,,1817,,Orchestra,Voice,,Opera,,,,Italy,F major,,R,Armida Damour al dolce impero F major,
Duet for 2 Cats for 2 sopranos and piano,Rossini,,1824,,Voice,Piano,,Duet,,,,Italy,D minor,,R,Duet for 2 Cats for 2 sopranos and piano D minor,
Echantillon du Chant de Noïl _ l'Italienne,Rossini,,1857,1868,Organ,,,OtherSolo,,,,Italy,Eb major,,R,Echantillon du Chant de Noel a l'Italienne Eb major,
Giovanna dArco Cantata a Voce Sola,Rossini,,1844,,Piano,,,OtherSolo,,,,Italy,E major,,R,Giovanna dArco Cantata a Voce Sola E major,
I Gondolieri,Rossini,,1857,1868,Piano,Voice,,Opera,,,,Italy,E major,,R,I Gondolieri E major,
I.Mustaf_: Gi_ d'insolito ardore,Rossini,,1812,1832,Orchestra,Voice,,Opera,,,,Italy,Bb major,,R,I.Mustaf_: Gi_ d'insolito ardore Bb major,
Il barbiere di Siviglia Aria Bartolo,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,Eb major,,R,Il barbiere di Siviglia Aria Bartolo Eb major,
Il barbiere di Siviglia Aria di Berta,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,C# major,A major,R,Il barbiere di Siviglia Aria di Berta C# major,
Il barbiere di Siviglia Aria Don Basilio La Calunnia e'un venticello,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,D major,,R,Il barbiere di Siviglia Aria Don Basilio La Calunnia e'un venticello D major,
Il barbiere di Siviglia Aria Rosina Una Voce Poco Fa,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,A major,E major,R,Il barbiere di Siviglia Aria Rosina Una Voce Poco Fa A major,
Il barbiere di Siviglia Atto 2 Scena 4,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,Eb major,,R,Il barbiere di Siviglia Atto 2 Scena 4 Eb major,
Il barbiere di Siviglia Duetto Figaro Conte,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,Bb major,G major,R,Il barbiere di Siviglia Duetto Figaro Conte Bb minor,
Il barbiere di Siviglia Duetto Figaro Rosina,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,G major,,R,Il barbiere di Siviglia Duetto Figaro Rosina G major,
Il barbiere di Siviglia Figaro,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,C major,,R,Il barbiere di Siviglia Figaro C major,
Il barbiere di Siviglia I Stretta del Finale Primo Ma Signor Tutti,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,C major,,R,Il barbiere di Siviglia I Stretta del Finale Primo Ma Signor Tutti C major,
Il barbiere di Siviglia Largo al Factotum Aria,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,C major,,R,Il barbiere di Siviglia Largo al Factotum Aria C major,
Il barbiere di Siviglia Overture Elisabeth,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,E major,,R,Il barbiere di Siviglia Overture Elisabeth E major,
Il barbiere di Siviglia Temporale,Rossini,,1816,,Orchestra,Voice,,Opera,,,,Italy,Eb major,,R,Il barbiere di Siviglia Temporale C major,
Il Signor Bruschino Overture,Rossini,,1809,,Orchestra,,,Opera,,,,Italy,E minor,D major,R,Il Signor Bruschino Overture E minor,
Il Turco in Italia Overture,Rossini,,1814,,Orchestra,,,Overture,,,,Italy,D major,,R,Il Turco in Italia Overture D major,
Il Viaggio a Reims Overture,Rossini,,1807,,Orchestra,,,Overture,,,,Italy,D major,,R,Il Viaggio a Reims Overture D major,
L'Italiana in Algeri Act 2 Quintet Ti Presento di Mia Man,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,C major,,R,L'Italiana in Algeri Act 2 Quintet Ti Presento di Mia Man C major,
L'Italiana in Algeri Ah Come Un Cor Di Giubilo,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,C major,,R,L'Italiana in Algeri Ah Come Un Cor Di Giubilo C major,
L'Italiana in Algeri Cruda Sorte,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,C major,F major,R,L'Italiana in Algeri Cruda Sorte C major,
L'Italiana in Algeri Duetto Ai Capricci,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,G major,,R,L'Italiana in Algeri Duetto Ai Capricci G major,
L'Italiana in Algeri Finale to Act I,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,F major,,R,L'Italiana in Algeri Finale to Act I F major,
L'Italiana in Algeri Ho un Gran Peso Sulla Testa,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,G major,,R,L'Italiana in Algeri Ho un Gran Peso Sulla Testa G major,
L'Italiana in Algeri Introduzione to Act I,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,G major,,R,L'Italiana in Algeri Introduzione to Act I G major,
L'Italiana in Algeri Languir Per Una Bella,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,Eb major,,R,L'Italiana in Algeri Languir Per Una Bella Eb major,
L'Italiana in Algeri Mustafa Se Inclinassi a Prender Moglie,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,G major,,R,L'Italiana in Algeri Mustafa Se Inclinassi a Prender Moglie G major,
L'Italiana in Algeri Overture,Rossini,,1808,,Orchestra,,,Opera,,,,Italy,C major,,R,L'Italiana in Algeri Overture C major,
L'Italiana in Algeri Per Lui Che Adoro,Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,F major,,R,L'Italiana in Algeri Per Lui Che Adoro F major,
"L'Italiana in Algeri Scene XIII, XIV, XV, Ultima",Rossini,,1808,,Orchestra,Voice,,Opera,,,,Italy,F major,D major,R,"L'Italiana in Algeri Scene XIII, XIV, XV, Ultima F major",
La Cambiale di Matrimonio Cavatina Buffa e Stretta Introduction,Rossini,,1807,,Orchestra,Voice,,Opera,,,,Italy,C major,,R,La Cambiale di Matrimonio Cavatina Buffa e Stretta Introduction C major,
La Cambiale di Matrimonio Introduzione Duettino,Rossini,,1807,,Orchestra,Voice,,Opera,,,,Italy,C major,,R,La Cambiale di Matrimonio Introduzione Duettino C major,
La Cambiale di Matrimonio Overture,Rossini,,1807,,Orchestra,,,Overture,,,,Italy,Eb major,,R,La Cambiale di Matrimonio Overture Eb major,
